constructorResultsId,raceId,constructorId,points,status
12157,630,1,10,\N
11851,633,6,6,\N
11862,634,1,3,\N
11868,635,6,9,\N
11883,636,1,0,\N
11721,643,6,0,\N
11729,644,6,0,\N
11764,648,6,0,\N
11770,649,6,3,\N
11525,656,6,0,\N
11587,666,6,0,\N
11261,667,6,3,\N
11277,668,6,0,\N
11303,671,6,3,\N
11333,674,6,3,\N
11344,675,6,4,\N
11368,677,1,0,\N
11212,685,6,4,\N
11245,688,6,0,\N
11255,689,6,0,\N
11145,697,6,0,\N
10961,706,6,3,\N
10980,708,6,0,\N
10752,712,6,0,\N
10757,713,6,4,\N
10329,729,6,4,\N
10363,733,6,0,\N
10007,747,6,4,\N
9933,762,6,4,\N
9908,758,6,2,\N
9888,756,6,6,\N
9647,772,6,3,\N
9627,769,6,6,\N
9919,760,117,0,\N
9605,766,6,6,\N
9602,765,6,6,\N
10969,707,6,3,\N
10912,700,6,6,\N
10801,718,6,6,\N
10792,717,6,6,\N
10564,723,6,6,\N
10543,721,6,4,\N
10378,735,6,3,\N
10236,744,6,9,\N
10220,742,6,19,\N
9911,759,6,8,\N
9877,764,6,4,\N
10056,754,6,8,\N
10047,752,117,0,\N
11372,677,6,0,\N
11777,650,6,6,\N
11798,652,6,9,\N
11831,655,6,9,\N
11887,636,6,0,\N
11897,637,1,0,\N
11898,637,6,0,\N
11917,639,6,0,\N
12202,608,6,0,\N
12214,609,6,0,\N
12333,618,6,0,\N
12377,592,6,0,\N
12789,583,6,6,\N
12806,584,1,4,\N
12820,585,1,9,\N
12867,588,6,9,\N
12955,563,3,0,\N
13090,572,1,0,\N
13147,543,1,0,\N
13842,523,1,0,\N
13900,337,6,43,\N
13903,337,131,18,\N
13909,337,15,0,\N
13914,338,6,27,\N
13920,338,15,0,\N
13924,339,9,43,\N
13925,339,131,15,\N
13929,339,6,6,\N
13942,340,3,0,\N
13947,340,15,0,\N
13951,341,1,10,\N
13963,342,1,10,\N
13969,342,3,0,\N
13970,342,15,0,\N
13973,343,9,15,\N
13974,343,131,22,\N
